ID	Species	zooregions
5369	Atelopus_longibrachius	NEOTROPICAL
5370	Eleutherodactylus_auriculatus	NEOTROPICAL
5371	Oreolalax_xiangchengensis	MALASIA
5372	Ranitomeya_uakarii	NEOTROPICAL
5373	Arthroleptis_lameerei	AFROTROPICAL
5374	Hylodes_uai	NEOTROPICAL
5375	Rhacophorus_harrissoni	MALASIA
5376	Centrolene_acanthidiocephalum	NEOTROPICAL
5377	Boulengerula_niedeni	AFROTROPICAL
5378	Osteopilus_pulchrilineatus	NEOTROPICAL
5379	Rhinella_festae	NEOTROPICAL
5380	Phrynobatrachus_calcaratus	AFROTROPICAL
5381	Eurycea_tonkawae	NEARTIC
5382	Sphaenorhynchus_pauloalvini	NEOTROPICAL
5383	Dendropsophus_delarivai	NEOTROPICAL
5384	Proceratophrys_laticeps	NEOTROPICAL
5385	Hyloxalus_chlorocraspedus	NEOTROPICAL
5386	Phrynobatrachus_leveleve	AFROTROPICAL
5387	Dendropsophus_miyatai	NEOTROPICAL
5388	Chiromantis_shyamrupus	MALASIA
5389	Hyloxalus_marmoreoventris	NEOTROPICAL
5390	Strabomantis_cerastes	NEOTROPICAL
5391	Cardioglossa_leucomystax	AFROTROPICAL
5392	Brachytarsophrys_intermedia	MALASIA
5393	Hydrolaetare_caparu	NEOTROPICAL
5394	Aromobates_meridensis	NEOTROPICAL
5395	Hyla_walkeri	NEOTROPICAL
5396	Pristimantis_colonensis	NEOTROPICAL
5397	Hyla_squirella	NEARTIC
5398	Xenorhina_minima	AUSTRALIA
5399	Physalaemus_barrioi	NEOTROPICAL
5400	Phyllobates_terribilis	NEOTROPICAL
5401	Megophrys_kobayashii	MALASIA
5402	Pristimantis_loustes	NEOTROPICAL
5403	Neobatrachus_wilsmorei	AUSTRALIA
5404	Limnodynastes_peronii	AUSTRALIA
5405	Adenomera_diptyx	NEOTROPICAL
5406	Onychodactylus_nipponoborealis	PALEARTIC
5407	Scinax_cretatus	NEOTROPICAL
5408	Plectrohyla_teuchestes	NEOTROPICAL
5409	Rana_onca	NEARTIC
5410	Hyperolius_spatzi	AFROTROPICAL
5411	Scarthyla_vigilans	NEOTROPICAL
5412	Phyllomedusa_tomopterna	NEOTROPICAL
5413	Caecilia_tentaculata	NEOTROPICAL
5414	Scinax_crospedospilus	NEOTROPICAL
5415	Polypedates_mutus	MALASIA
5416	Craugastor_megacephalus	NEOTROPICAL
5417	Brachycephalus_ephippium	NEOTROPICAL
5418	Limnonectes_ingeri	MALASIA
5419	Bokermannohyla_caramaschii	NEOTROPICAL
5420	Pristimantis_paisa	NEOTROPICAL
5421	Eleutherodactylus_bartonsmithi	NEOTROPICAL
5422	Cycloramphus_duseni	NEOTROPICAL
5423	Physalaemus_nanus	NEOTROPICAL
5424	Arthroleptis_wahlbergii	AFROTROPICAL
5425	Raorchestes_parvulus	MALASIA
5426	Nanorana_medogensis	MALASIA
5427	Osteocephalus_helenae	NEOTROPICAL
5428	Anodonthyla_jeanbai	AFROTROPICAL
5429	Bufo_wolongensis	MALASIA
5430	Pelophylax_cerigensis	PALEARTIC
5431	Pseudophilautus_annandalii	MALASIA
5432	Tepuihyla_luteolabris	NEOTROPICAL
5433	Atelognathus_reverberii	NEOTROPICAL
5434	Polypedates_ranwellai	MALASIA
5435	Chthonerpeton_viviparum	NEOTROPICAL
5436	Arthroleptis_bivittatus	AFROTROPICAL
5437	Pristimantis_pulvinatus	NEOTROPICAL
5438	Amolops_minutus	MALASIA
5439	Pseudoeurycea_longicauda	NEOTROPICAL
5440	Cynops_wolterstorffi	MALASIA
5441	Ramanella_palmata	MALASIA
5442	Pseudophilautus_popularis	MALASIA
5443	Boulengerula_changamwensis	AFROTROPICAL
5444	Batrachoseps_regius	NEARTIC
5445	Dendrotriton_cuchumatanus	NEOTROPICAL
5446	Conraua_beccarii	AFROTROPICAL
5447	Hyalinobatrachium_tatayoi	NEOTROPICAL
5448	Osteocephalus_subtilis	NEOTROPICAL
5449	Callulops_boettgeri	AUSTRALIA
5450	Rhinella_vellardi	NEOTROPICAL
5451	Limnonectes_bannaensis	MALASIA
5452	Scinax_parkeri	NEOTROPICAL
5453	Cycloramphus_rhyakonastes	NEOTROPICAL
5454	Bokermannohyla_clepsydra	NEOTROPICAL
5455	Odorrana_mawphlangensis	MALASIA
5456	Atelopus_vogli	NEOTROPICAL
5457	Desmognathus_auriculatus	NEARTIC
5458	Leptodactylodon_bicolor	AFROTROPICAL
5459	Salamandrella_keyserlingii	PALEARTIC
5460	Gastrotheca_marsupiata	NEOTROPICAL
5461	Pristimantis_simoteriscus	NEOTROPICAL
5462	Gephyromantis_leucocephalus	AFROTROPICAL
5463	Cyclorana_alboguttata	AUSTRALIA
5464	Physalaemus_erythros	NEOTROPICAL
5465	Xenorhina_rostrata	AUSTRALIA
5466	Odontophrynus_monachus	NEOTROPICAL
5467	Boophis_williamsi	AFROTROPICAL
5468	Nymphargus_garciae	NEOTROPICAL
5469	Atelopus_laetissimus	NEOTROPICAL
5470	Chiropterotriton_magnipes	NEOTROPICAL
5471	Bufotes_boulengeri	PALEARTIC
5472	Raorchestes_kakachi	MALASIA
5473	Oreophryne_idenburgensis	AUSTRALIA
5474	Ranitomeya_yavaricola	NEOTROPICAL
5475	Lyciasalamandra_fazilae	PALEARTIC
5476	Bufo_arabicus	PALEARTIC
5477	Pristimantis_boulengeri	NEOTROPICAL
5478	Hypsiboas_pugnax	NEOTROPICAL
5479	Hylarana_tytleri	MALASIA
5480	Laurentophryne_parkeri	AFROTROPICAL
5481	Hyperolius_fasciatus	AFROTROPICAL
5482	Hylarana_macrops	OCEANIA
5483	Hyperolius_tanneri	AFROTROPICAL
5484	Boophis_viridis	AFROTROPICAL
5485	Callulops_glandulosus	AUSTRALIA
5486	Cophixalus_sphagnicola	AUSTRALIA
5487	Centrolene_lynchi	NEOTROPICAL
5488	Telmatobius_punctatus	NEOTROPICAL
5489	Kalophrynus_punctatus	MALASIA
5490	Pelophylax_epeiroticus	PALEARTIC
5491	Bufo_aspinius	MALASIA
5492	Allobates_paleovarzensis	NEOTROPICAL
5493	Craugastor_chrysozetetes	NEOTROPICAL
5494	Rhacophorus_dulitensis	MALASIA
5495	Grandisonia_brevis	AFROTROPICAL
5496	Noblella_personina	NEOTROPICAL
5497	Pseudoeurycea_leprosa	NEOTROPICAL
5498	Phyllomedusa_distincta	NEOTROPICAL
5499	Incilius_melanochlorus	NEOTROPICAL
5500	Scinax_ranki	NEOTROPICAL
5501	Occidozyga_laevis	OCEANIA
5502	Hynobius_lichenatus	PALEARTIC
5503	Microhyla_chakrapanii	MALASIA
5504	Blommersia_dejongi	AFROTROPICAL
5505	Leptodactylus_myersi	NEOTROPICAL
5506	Epicrionops_bicolor	NEOTROPICAL
5507	Scinax_cardosoi	NEOTROPICAL
5508	Hyloxalus_sylvaticus	NEOTROPICAL
5509	Alsodes_tumultuosus	NEOTROPICAL
5510	Ichthyophis_moustakius	MALASIA
5511	Bokermannohyla_hylax	NEOTROPICAL
5512	Mucubatrachus_flabellidiscus	NEOTROPICAL
5513	Nyctimystes_persimilis	AUSTRALIA
5514	Dendrophryniscus_skuki	NEOTROPICAL
5515	Pseudoeurycea_brunnata	NEOTROPICAL
5516	Rana_dybowskii	PALEARTIC
5517	Dendropsophus_soaresi	NEOTROPICAL
5518	Philautus_microdiscus	MALASIA
5519	Aplastodiscus_arildae	NEOTROPICAL
5520	Pristimantis_repens	NEOTROPICAL
5521	Leptopelis_nordequatorialis	AFROTROPICAL
5522	Hyla_sanchiangensis	MALASIA
5523	Hyperolius_semidiscus	AFROTROPICAL
5524	Rhaebo_andinophrynoides	NEOTROPICAL
5525	Megaelosia_boticariana	NEOTROPICAL
5526	Amolops_panhai	MALASIA
5527	Leptobrachium_nigrops	MALASIA
5528	Stumpffia_helenae	AFROTROPICAL
5529	Mantidactylus_opiparis	AFROTROPICAL
5530	Mantidactylus_brevipalmatus	AFROTROPICAL
5531	Discodeles_opisthodon	AUSTRALIA
5532	Eleutherodactylus_teretistes	NEOTROPICAL
5533	Amolops_larutensis	MALASIA
5534	Melanophryniscus_cambaraensis	NEOTROPICAL
5535	Dendropsophus_luteoocellatus	NEOTROPICAL
5536	Ansonia_hanitschi	MALASIA
5537	Mantidactylus_pauliani	AFROTROPICAL
5538	Duellmanohyla_chamulae	NEOTROPICAL
5539	Andinophryne_colomai	NEOTROPICAL
5540	Phasmahyla_guttata	NEOTROPICAL
5541	Ptychadena_taenioscelis	AFROTROPICAL
5542	Cycloramphus_juimirim	NEOTROPICAL
5543	Nyctimystes_fluviatilis	AUSTRALIA
5544	Gastrotheca_fissipes	NEOTROPICAL
5545	Eleutherodactylus_brevirostris	NEOTROPICAL
5546	Ansonia_albomaculata	MALASIA
5547	Dicamptodon_aterrimus	NEARTIC
5548	Pseudhymenochirus_merlini	AFROTROPICAL
5549	Rana_dunni	NEOTROPICAL
5550	Tepuihyla_rodriguezi	NEOTROPICAL
5551	Parvicaecilia_nicefori	NEOTROPICAL
5552	Hylophorbus_rainerguentheri	AUSTRALIA
5553	Hypsiboas_hutchinsi	NEOTROPICAL
5554	Pristimantis_xestus	NEOTROPICAL
5555	Oreophryne_inornata	AUSTRALIA
5556	Hypsiboas_beckeri	NEOTROPICAL
5557	Craugastor_omoaensis	NEOTROPICAL
5558	Boophis_rappiodes	AFROTROPICAL
5559	Cacosternum_parvum	AFROTROPICAL
5560	Mixophyes_iteratus	AUSTRALIA
5561	Leptobrachium_mouhoti	MALASIA
5562	Bryophryne_hanssaueri	NEOTROPICAL
5563	Craugastor_myllomyllon	NEOTROPICAL
5564	Allobates_mandelorum	NEOTROPICAL
5565	Pelophryne_rhopophilia	MALASIA
5566	Leptolalax_solus	MALASIA
5567	Heleioporus_eyrei	AUSTRALIA
5568	Allobates_conspicuus	NEOTROPICAL
5569	Microhyla_ornata	MALASIA
5570	Allobates_undulatus	NEOTROPICAL
5571	Strongylopus_merumontanus	AFROTROPICAL
5572	Raorchestes_kadalarensis	MALASIA
5573	Dendropsophus_xapuriensis	NEOTROPICAL
5574	Leptolalax_sungi	MALASIA
5575	Microhyla_nanapollexa	MALASIA
5576	Eleutherodactylus_verruculatus	NEOTROPICAL
5577	Gastrotheca_argenteovirens	NEOTROPICAL
5578	Leptodactylus_labrosus	NEOTROPICAL
5579	Odorrana_chloronota	MALASIA
5580	Rana_kukunoris	MALASIA
5581	Hyloxalus_delatorreae	NEOTROPICAL
5582	Pseudophryne_corroboree	AUSTRALIA
5583	Hyloxalus_anthracinus	NEOTROPICAL
5584	Nectophrynoides_tornieri	AFROTROPICAL
5585	Plethodon_albagula	NEARTIC
5586	Mantidactylus_grandidieri	AFROTROPICAL
5587	Pristimantis_molybrignus	NEOTROPICAL
5588	Guibemantis_pulcher	AFROTROPICAL
5589	Rana_shuchinae	MALASIA
5590	Batrachoseps_aridus	NEARTIC
5591	Pseudophilautus_schneideri	MALASIA
5592	Uperoleia_capitulata	AUSTRALIA
5593	Desmognathus_organi	NEARTIC
5594	Pristimantis_turpinorum	NEOTROPICAL
5595	Oxydactyla_stenodactyla	AUSTRALIA
5596	Pristimantis_pleurostriatus	NEOTROPICAL
5597	Rhacophorus_pseudomalabaricus	MALASIA
5598	Arthroleptis_loveridgei	AFROTROPICAL
5599	Gastrotheca_phelloderma	NEOTROPICAL
5600	Rana_tarahumarae	NEOTROPICAL
5601	Fritziana_fissilis	NEOTROPICAL
5602	Ptychohyla_euthysanota	NEOTROPICAL
5603	Telmatobius_chusmisensis	NEOTROPICAL
5604	Leptodactylodon_boulengeri	AFROTROPICAL
5605	Litoria_moorei	AUSTRALIA
5606	Trichobatrachus_robustus	AFROTROPICAL
5607	Hyloxalus_shuar	NEOTROPICAL
5608	Raorchestes_dubois	MALASIA
5609	Platymantis_nexipus	AUSTRALIA
5610	Taruga_longinasus	MALASIA
5611	Pristimantis_lentiginosus	NEOTROPICAL
5612	Hyperolius_endjami	AFROTROPICAL
5613	Fejervarya_triora	MALASIA
5614	Chlorolius_koehleri	AFROTROPICAL
5615	Dendrophryniscus_leucomystax	NEOTROPICAL
5616	Occidozyga_floresiana	OCEANIA
5617	Astylosternus_montanus	AFROTROPICAL
5618	Pristimantis_inusitatus	NEOTROPICAL
5619	Telmatobius_simonsi	NEOTROPICAL
5620	Gastrotheca_ovifera	NEOTROPICAL
5621	Litoria_richardsi	AUSTRALIA
5622	Craugastor_emleni	NEOTROPICAL
5623	Proceratophrys_sanctaritae	NEOTROPICAL
5624	Hyalinobatrachium_fleischmanni	NEOTROPICAL
5625	Pristimantis_auricarens	NEOTROPICAL
5626	Eleutherodactylus_grahami	NEOTROPICAL
5627	Hyperolius_seabrai	AFROTROPICAL
5628	Rhacophorus_catamitus	MALASIA
5629	Cyclorana_vagitus	AUSTRALIA
5630	Hyloxalus_sordidatus	NEOTROPICAL
5631	Centrolene_bacatum	NEOTROPICAL
5632	Hyloscirtus_albopunctulatus	NEOTROPICAL
5633	Elachistocleis_skotogaster	NEOTROPICAL
5634	Eleutherodactylus_rucillensis	NEOTROPICAL
5635	Litoria_umarensis	AUSTRALIA
5636	Hyloxalus_vergeli	NEOTROPICAL
5637	Duellmanohyla_rufioculis	NEOTROPICAL
5638	Eleutherodactylus_dimidiatus	NEOTROPICAL
5639	Guibemantis_punctatus	AFROTROPICAL
5640	Centrolene_lemniscatum	NEOTROPICAL
5641	Aneides_hardii	NEARTIC
5642	Atelopus_eusebianus	NEOTROPICAL
5643	Rana_magnaocularis	NEARTIC
5644	Xenorhina_eiponis	AUSTRALIA
5645	Proceratophrys_concavitympanum	NEOTROPICAL
5646	Nymphargus_wileyi	NEOTROPICAL
5647	Duellmanohyla_schmidtorum	NEOTROPICAL
5648	Ptychohyla_dendrophasma	NEOTROPICAL
5649	Hildebrandtia_ornatissima	AFROTROPICAL
5650	Werneria_mertensiana	AFROTROPICAL
5651	Austrochaperina_robusta	AUSTRALIA
5652	Aubria_occidentalis	AFROTROPICAL
5653	Choerophryne_longirostris	AUSTRALIA
5654	Sanguirana_albotuberculata	OCEANIA
5655	Mimosiphonops_vermiculatus	NEOTROPICAL
5656	Pseudocallulops_eurydactylus	AUSTRALIA
5657	Gastrotheca_monticola	NEOTROPICAL
5658	Ischnocnema_oea	NEOTROPICAL
5659	Necturus_lewisi	NEARTIC
5660	Centrolene_audax	NEOTROPICAL
5661	Chthonerpeton_perissodus	NEOTROPICAL
5662	Osteopilus_marianae	NEOTROPICAL
5663	Hydrolaetare_schmidti	NEOTROPICAL
5664	Rhinella_multiverrucosa	NEOTROPICAL
5665	Hyloscirtus_chlorosteus	NEOTROPICAL
5666	Ambystoma_leorae	NEOTROPICAL
5667	Pseudophilautus_ocularis	MALASIA
5668	Physalaemus_feioi	NEOTROPICAL
5669	Phrynobatrachus_inexpectatus	AFROTROPICAL
5670	Anaxyrus_speciosus	NEARTIC
5671	Pristimantis_taciturnus	NEOTROPICAL
5672	Rana_ornativentris	PALEARTIC
5673	Phrynobatrachus_scapularis	AFROTROPICAL
5674	Paedophryne_amauensis	AUSTRALIA
5675	Hoplophryne_uluguruensis	AFROTROPICAL
5676	Silverstoneia_dalyi	NEOTROPICAL
5677	Philautus_acutirostris	OCEANIA
5678	Phrynopus_thompsoni	NEOTROPICAL
5679	Uperodon_systoma	MALASIA
5680	Chiasmocleis_carvalhoi	NEOTROPICAL
5681	Physalaemus_lateristriga	NEOTROPICAL
5682	Scinax_hayii	NEOTROPICAL
5683	Bryophryne_zonalis	NEOTROPICAL
5684	Dicamptodon_ensatus	NEARTIC
5685	Pristimantis_nephophilus	NEOTROPICAL
5686	Ambystoma_annulatum	NEARTIC
5687	Conraua_robusta	AFROTROPICAL
5688	Smilisca_puma	NEOTROPICAL
5689	Oreophrynella_nigra	NEOTROPICAL
5690	Bufo_torrenticola	PALEARTIC
5691	Trachycephalus_coriaceus	NEOTROPICAL
5692	Oscaecilia_bassleri	NEOTROPICAL
5693	Platymantis_bufonulus	AUSTRALIA
5694	Andinobates_opisthomelas	NEOTROPICAL
5695	Litoria_burrowsi	AUSTRALIA
5696	Pristimantis_huicundo	NEOTROPICAL
5697	Scutiger_bhutanensis	MALASIA
5698	Trachycephalus_hadroceps	NEOTROPICAL
5699	Pristimantis_tungurahua	NEOTROPICAL
5700	Ameerega_braccata	NEOTROPICAL
5701	Nymphargus_puyoensis	NEOTROPICAL
5702	Phrynobatrachus_breviceps	AFROTROPICAL
5703	Gephyromantis_atsingy	AFROTROPICAL
5704	Hyperolius_wermuthi	AFROTROPICAL
5705	Arthroleptella_lightfooti	AFROTROPICAL
5706	Vandijkophrynus_inyangae	AFROTROPICAL
5707	Nectophrynoides_frontierei	AFROTROPICAL
5708	Eleutherodactylus_oxyrhyncus	NEOTROPICAL
5709	Raorchestes_sushili	MALASIA
5710	Caecilia_nigricans	NEOTROPICAL
5711	Oreophryne_asplenicola	AUSTRALIA
5712	Cardioglossa_melanogaster	AFROTROPICAL
5713	Frostius_pernambucensis	NEOTROPICAL
5714	Dendrotriton_bromeliacius	NEOTROPICAL
5715	Batrachoseps_altasierrae	NEARTIC
5716	Amolops_mantzorum	MALASIA
5717	Isthmohyla_pictipes	NEOTROPICAL
5718	Dendropsophus_branneri	NEOTROPICAL
5719	Pseudophilautus_singu	MALASIA
5720	Ensatina_eschscholtzii	NEARTIC
5721	Phrynobatrachus_dalcqi	AFROTROPICAL
5722	Limnonectes_visayanus	OCEANIA
5723	Centrolene_ballux	NEOTROPICAL
5724	Plethodon_vandykei	NEARTIC
5725	Platymantis_subterrestris	OCEANIA
5726	Leptodactylus_syphax	NEOTROPICAL
5727	Hylomantis_buckleyi	NEOTROPICAL
5728	Austrochaperina_fryi	AUSTRALIA
5729	Nanorana_maculosa	MALASIA
5730	Barygenys_nana	AUSTRALIA
5731	Gracixalus_supercornutus	MALASIA
5732	Cophixalus_peninsularis	AUSTRALIA
5733	Thorius_infernalis	NEOTROPICAL
5734	Cyclorana_longipes	AUSTRALIA
5735	Hynobius_maoershanensis	MALASIA
5736	Dendropsophus_marmoratus	NEOTROPICAL
5737	Eleutherodactylus_eunaster	NEOTROPICAL
5738	Leptodactylus_fragilis	NEOTROPICAL
5739	Arthroleptis_tuberosus	AFROTROPICAL
5740	Atelopus_lynchi	NEOTROPICAL
5741	Philautus_namdaphaensis	MALASIA
5742	Scaphiophryne_marmorata	AFROTROPICAL
5743	Hyalinobatrachium_guairarepanense	NEOTROPICAL
5744	Hylodes_nasus	NEOTROPICAL
5745	Ichthyophis_singaporensis	MALASIA
5746	Litoria_axillaris	AUSTRALIA
5747	Allobates_ornatus	NEOTROPICAL
5748	Micrixalus_swamianus	MALASIA
5749	Pristimantis_infraguttatus	NEOTROPICAL
5750	Paramesotriton_deloustali	MALASIA
5751	Leptopelis_ragazzii	AFROTROPICAL
5752	Cryptobatrachus_ruthveni	NEOTROPICAL
5753	Odorrana_tiannanensis	MALASIA
5754	Austrochaperina_polysticta	AUSTRALIA
5755	Hyloxalus_craspedoceps	NEOTROPICAL
5756	Cophixalus_pulchellus	AUSTRALIA
5757	Boophis_solomaso	AFROTROPICAL
5758	Ramanella_nagaoi	MALASIA
5759	Paedophryne_kathismaphlox	AUSTRALIA
5760	Rhombophryne_matavy	AFROTROPICAL
5761	Phrynobatrachus_sandersoni	AFROTROPICAL
5762	Tylototriton_notialis	MALASIA
5763	Anaxyrus_boreas	NEARTIC
5764	Hynobius_formosanus	MALASIA
5765	Xenopus_tropicalis	AFROTROPICAL
5766	Bolitoglossa_conanti	NEOTROPICAL
5767	Hyperolius_platyceps	AFROTROPICAL
5768	Paramesotriton_chinensis	MALASIA
5769	Alsodes_norae	NEOTROPICAL
5770	Nototriton_picadoi	NEOTROPICAL
5771	Philautus_vermiculatus	MALASIA
5772	Hyloxalus_idiomelus	NEOTROPICAL
5773	Anomaloglossus_murisipanensis	NEOTROPICAL
5774	Gephyromantis_schilfi	AFROTROPICAL
5775	Metaphrynella_sundana	MALASIA
5776	Brachycephalus_vertebralis	NEOTROPICAL
5777	Fejervarya_asmati	MALASIA
5778	Hyalinobatrachium_esmeralda	NEOTROPICAL
5779	Pelophryne_api	MALASIA
5780	Pristimantis_vanadisae	NEOTROPICAL
5781	Thorius_minydemus	NEOTROPICAL
5782	Leptopelis_marginatus	AFROTROPICAL
5783	Oreolalax_jingdongensis	MALASIA
5784	Pristimantis_carranguerorum	NEOTROPICAL
5785	Anomaloglossus_confusus	NEOTROPICAL
5786	Leptobrachium_kanowitense	MALASIA
5787	Heterixalus_rutenbergi	AFROTROPICAL
5788	Gastrotheca_cornuta	NEOTROPICAL
5789	Blommersia_kely	AFROTROPICAL
5790	Dendrobates_auratus	NEOTROPICAL
5791	Ptychadena_obscura	AFROTROPICAL
5792	Scinax_atratus	NEOTROPICAL
5793	Plethodon_shenandoah	NEARTIC
5794	Copiula_pipiens	AUSTRALIA
5795	Bolitoglossa_oaxacensis	NEOTROPICAL
5796	Rhinella_tenrec	NEOTROPICAL
5797	Rulyrana_adiazeta	NEOTROPICAL
5798	Limnonectes_blythii	MALASIA
5799	Ramanella_triangularis	MALASIA
5800	Chiromantis_punctatus	MALASIA
5801	Arthroleptis_aureoli	AFROTROPICAL
5802	Hylarana_taipehensis	MALASIA
5803	Phrynobatrachus_dendrobates	AFROTROPICAL
5804	Cophixalus_desticans	AUSTRALIA
5805	Breviceps_branchi	AFROTROPICAL
5806	Rhacophorus_robinsonii	MALASIA
5807	Gastrotheca_dysprosita	NEOTROPICAL
5808	Pseudophilautus_poppiae	MALASIA
5809	Quasipaa_jiulongensis	MALASIA
5810	Boophis_narinsi	AFROTROPICAL
5811	Osornophryne_guacamayo	NEOTROPICAL
5812	Hypsiboas_ericae	NEOTROPICAL
5813	Pristimantis_corrugatus	NEOTROPICAL
5814	Hemisus_guttatus	AFROTROPICAL
5815	Pleurodema_thaul	NEOTROPICAL
5816	Osteocephalus_deridens	NEOTROPICAL
5817	Otophryne_steyermarki	NEOTROPICAL
5818	Poyntonophrynus_dombensis	AFROTROPICAL
5819	Peltophryne_taladai	NEOTROPICAL
5820	Litoria_phyllochroa	AUSTRALIA
5821	Ptychadena_perplicata	AFROTROPICAL
5822	Mantidactylus_albofrenatus	AFROTROPICAL
5823	Amietophrynus_superciliaris	AFROTROPICAL
5824	Cacosternum_platys	AFROTROPICAL
5825	Eleutherodactylus_jugans	NEOTROPICAL
5826	Pristimantis_calcaratus	NEOTROPICAL
5827	Eleutherodactylus_antillensis	NEOTROPICAL
5828	Atelopus_nanay	NEOTROPICAL
5829	Euproctus_platycephalus	PALEARTIC
5830	Phrynobatrachus_graueri	AFROTROPICAL
5831	Plectrohyla_chrysopleura	NEOTROPICAL
5832	Mucubatrachus_thyellus	NEOTROPICAL
5833	Boophis_schuboeae	AFROTROPICAL
5834	Bolitoglossa_orestes	NEOTROPICAL
5835	Plethodon_ventralis	NEARTIC
5836	Pristimantis_aemulatus	NEOTROPICAL
5837	Petropedetes_parkeri	AFROTROPICAL
5838	Amietophrynus_gracilipes	AFROTROPICAL
5839	Microcaecilia_marvaleewakeae	NEOTROPICAL
5840	Scinax_agilis	NEOTROPICAL
5841	Pristimantis_actites	NEOTROPICAL
5842	Atelopus_pictiventris	NEOTROPICAL
5843	Didynamipus_sjostedti	AFROTROPICAL
5844	Hypsiboas_dentei	NEOTROPICAL
5845	Ansonia_tiomanica	MALASIA
5846	Plectrohyla_siopela	NEOTROPICAL
5847	Eleutherodactylus_cubanus	NEOTROPICAL
5848	Bolitoglossa_longissima	NEOTROPICAL
5849	Cycloramphus_migueli	NEOTROPICAL
5850	Eleutherodactylus_patriciae	NEOTROPICAL
5851	Choerophryne_amomani	AUSTRALIA
5852	Discoglossus_pictus	PALEARTIC
5853	Pristimantis_melanoproctus	NEOTROPICAL
5854	Caecilia_subdermalis	NEOTROPICAL
5855	Scinax_hiemalis	NEOTROPICAL
5856	Scarthyla_goinorum	NEOTROPICAL
5857	Cryptotriton_veraepacis	NEOTROPICAL
5858	Limnonectes_dammermani	OCEANIA
5859	Uperoleia_rugosa	AUSTRALIA
5860	Nototriton_guanacaste	NEOTROPICAL
5861	Hyperolius_chlorosteus	AFROTROPICAL
5862	Pseudacris_clarkii	NEARTIC
5863	Gephyromantis_eiselti	AFROTROPICAL
5864	Pristimantis_jester	NEOTROPICAL
5865	Hynobius_stejnegeri	PALEARTIC
5866	Eleutherodactylus_jasperi	NEOTROPICAL
5867	Rhaebo_guttatus	NEOTROPICAL
5868	Hyla_bocourti	NEOTROPICAL
5869	Scaphiopus_holbrookii	NEARTIC
5870	Allobates_subfolionidificans	NEOTROPICAL
5871	Leptobrachium_buchardi	MALASIA
5872	Siphonops_hardyi	NEOTROPICAL
5873	Indirana_semipalmata	MALASIA
5874	Scinax_carnevallii	NEOTROPICAL
5875	Hyloxalus_excisus	NEOTROPICAL
5876	Hylarana_lemairei	AFROTROPICAL
5877	Pristimantis_acerus	NEOTROPICAL
5878	Boophis_andreonei	AFROTROPICAL
5879	Xenophrys_zunhebotoensis	MALASIA
5880	Afrixalus_knysnae	AFROTROPICAL
5881	Andinobates_cassidyhornae	NEOTROPICAL
5882	Allobates_insperatus	NEOTROPICAL
5883	Plethodon_idahoensis	NEARTIC
5884	Osteocephalus_leoniae	NEOTROPICAL
5885	Ischnocnema_karst	NEOTROPICAL
5886	Craugastor_persimilis	NEOTROPICAL
5887	Scinax_peixotoi	NEOTROPICAL
5888	Kaloula_baleata	MALASIA
5889	Sphaerotheca_rolandae	MALASIA
5890	Dendrophryniscus_krausae	NEOTROPICAL
5891	Mantella_haraldmeieri	AFROTROPICAL
5892	Rana_asiatica	PALEARTIC
5893	Amolops_jinjiangensis	MALASIA
5894	Xenorhina_arfakiana	AUSTRALIA
5895	Gastrotheca_chrysosticta	NEOTROPICAL
5896	Phrynobatrachus_steindachneri	AFROTROPICAL
5897	Ingerana_medogensis	MALASIA
5898	Dendrophryniscus_oreites	NEOTROPICAL
5899	Amolops_compotrix	MALASIA
5900	Hylarana_similis	OCEANIA
5901	Oscaecilia_zweifeli	NEOTROPICAL
5902	Leptolalax_khasiorum	MALASIA
5903	Pristimantis_farisorum	NEOTROPICAL
5904	Colostethus_panamansis	NEOTROPICAL
5905	Pseudacris_nigrita	NEARTIC
5906	Hyperolius_concolor	AFROTROPICAL
5907	Philautus_garo	MALASIA
5908	Hypsiboas_poaju	NEOTROPICAL
5909	Wakea_madinika	AFROTROPICAL
5910	Fejervarya_verruculosa	OCEANIA
5911	Eleutherodactylus_lucioi	NEOTROPICAL
5912	Diasporus_igneus	NEOTROPICAL
5913	Litoria_rivicola	AUSTRALIA
5914	Rana_pretiosa	NEARTIC
5915	Ptychadena_bibroni	AFROTROPICAL
5916	Ambystoma_silvense	NEOTROPICAL
5917	Hypsiboas_caipora	NEOTROPICAL
5918	Gracixalus_carinensis	MALASIA
5919	Physalaemus_evangelistai	NEOTROPICAL
5920	Pelophylax_kurtmuelleri	PALEARTIC
5921	Platymantis_dorsalis	OCEANIA
5922	Stumpffia_analamaina	AFROTROPICAL
5923	Batrachoseps_gregarius	NEARTIC
5924	Pristimantis_pruinatus	NEOTROPICAL
5925	Pristimantis_johannesdei	NEOTROPICAL
5926	Ranitomeya_summersi	NEOTROPICAL
5927	Phrynobatrachus_ungujae	AFROTROPICAL
5928	Triturus_dobrogicus	PALEARTIC
5929	Atelopus_mandingues	NEOTROPICAL
5930	Platymantis_rabori	OCEANIA
5931	Amolops_chakrataensis	MALASIA
5932	Gegeneophis_seshachari	MALASIA
5933	Hynobius_hidamontanus	PALEARTIC
5934	Cacosternum_poyntoni	AFROTROPICAL
5935	Odontophrynus_carvalhoi	NEOTROPICAL
5936	Physalaemus_lisei	NEOTROPICAL
