ID	Species	Range	sd.phy	sd.rg	Latitude	Longitude	meanT0	meanT1	Haldane	P_Rescue	P_RescueP	rescuep_save_05	rescuep_save_095
1264	Phrynomantis_bifasciatus	477	2.346900196	2.346900196	-14.34696017	28.83333333	21.02693292	25.35909145	0.038456387	0.422	0.988	0	1
1265	Isthmohyla_calypsa	1	2.937329265	2.937329265	8.5	-82.5	24.88733599	27.81558488	0.020345074	0.994	1	0	1
1266	Allophryne_resplendens	1	2.945967338	2.945967338	-4.5	-71.5	24.94849832	29.41354422	0.036966995	0.478	0.998	0	1
1267	Physalaemus_centralis	191	2.278834031	2.278834031	-17.70418848	-53.13874346	24.12376598	28.70081922	0.045647878	0.141	0.875	0	0
1268	Pristimantis_ernesti	1	2.230710554	2.230710554	-0.5	-77.5	18.31350183	22.32056033	0.040825337	0.321	0.981	0	1
1269	Pseudophilautus_malcolmsmithi	1	1.022594647	1.022594647	6.5	80.5	26.58842914	29.66182745	0.073304642	0	0.032	1	0
1270	Callulina_shengena	1	2.28511524	2.28511524	-4.5	37.5	19.39206005	22.90432394	0.037488251	0.471	0.995	0	1
1271	Dendropsophus_meridianus	4	2.005985674	2.005985674	-22.75	-42.75	22.51554366	25.81172181	0.040077349	0.399	0.984	0	1
1272	Rhacophorus_schlegelii	58	2.172921885	2.172921885	35.5	135.9482759	15.0082613	18.74021882	0.040892465	0.298	0.974	0	1
1273	Phrynobatrachus_ogoensis	1	2.253458976	2.253458976	-0.5	10.5	24.06553995	27.54677383	0.035926515	0.584	1	0	1
1274	Leptolalax_platycephalus	1	0.536457727	0.536457727	3.5	101.5	24.65081587	28.13386837	0.132503831	0	0	1	0
1275	Ptychadena_submascareniensis	1	1.971421255	1.971421255	7.5	-8.5	22.59394079	26.53182078	0.046453088	0.132	0.856	0	0
1276	Dendropsophus_garagoensis	2	4.142863838	4.142863838	5	-73.5	17.89482463	22.11403617	0.021668696	0.984	1	0	1
1277	Phrynopus_bufoides	2	1.550460524	1.550460524	-11	-75.5	13.26722021	17.63961277	0.061305664	0	0.277	1	0
1278	Hyalinobatrachium_orientale	7	1.246989777	1.246989777	10.07142857	-64.21428571	26.69751715	29.75281331	0.061253432	0	0.288	1	0
1279	Strabomantis_cornutus	3	2.250633894	2.250633894	0.5	-77.16666667	18.22016737	22.21077505	0.040297815	0.342	0.981	0	1
1280	Pristimantis_ventrigranulosus	1	3.740652971	3.740652971	-15.5	-51.5	25.0076661	29.28476396	0.025409098	0.951	1	0	1
1281	Aromobates_duranti	2	1.200352563	1.200352563	8.5	-71	22.96337529	28.00658306	0.093365306	0	0	1	0
1282	Stefania_ayangannae	2	2.509214908	2.509214908	5	-59.5	22.43298489	26.57828152	0.034417278	0.604	1	0	1
1283	Hydromantes_brunus	2	2.949819037	2.949819037	37.5	-120	13.22862756	17.37920851	0.033501498	0.66	1	0	1
1284	Ghatixalus_asterops	1	1.345000711	1.345000711	10.5	77.5	24.3327451	27.89788118	0.058903498	0	0.362	1	0
1285	Leptodactylus_longirostris	94	1.787257281	1.787257281	4.042553191	-60.60638298	24.39641218	28.77525558	0.05000072	0.045	0.747	0	0
1286	Boophis_mandraka	1	1.078121091	1.078121091	-18.5	47.5	18.30947291	21.74688119	0.074147262	0	0.025	1	0
1287	Ischnocnema_verrucosa	8	2.501967824	2.501967824	-20.5	-42	20.87291967	24.26688848	0.028260828	0.889	1	0	1
1288	Nymphargus_laurae	1	1.124786467	1.124786467	-0.5	-77.5	18.31350183	22.32056033	0.072704203	0	0.037	1	0
1289	Hyperolius_kachalolae	29	0.97801388	0.97801388	-13.22413793	27.9137931	19.38362598	23.87994997	0.112131782	0	0	1	0
1290	Psychrophrynella_quimsacruzis	2	1.96585148	1.96585148	-17	-67.5	7.883896924	12.23493057	0.050302441	0.031	0.724	0	0
1291	Ingerophrynus_galeatus	27	1.688940743	1.688940743	16.83333333	106.462963	22.30076294	25.67650874	0.045425807	0.145	0.879	0	0
1292	Andinobates_minutus	17	1.955574583	1.955574583	6.970588235	-77.79411765	24.3379923	27.60457783	0.034799933	0.626	1	0	1
1293	Craugastor_chac	5	3.043735859	3.043735859	16.7	-89.1	24.20467746	27.91550569	0.024383379	0.961	1	0	1
1294	Litoria_tornieri	74	0.605859862	0.605859862	-15.28378378	130.972973	26.27164143	29.63548342	0.126185871	0	0	1	0
1295	Scinax_v.signatus	9	0.555547829	0.555547829	-21.05555556	-41.38888889	22.47268533	25.63259654	0.126398206	0	0	1	0
1296	Litoria_bulmeri	3	2.167466404	2.167466404	-5.166666667	143.5	22.29215025	25.64708596	0.037752696	0.48	0.998	0	1
1297	Leptodactylus_paraensis	64	0.610850986	0.610850986	-4.765625	-52.09375	24.50685727	28.96078136	0.148802919	0	0	1	0
1298	Glandirana_minima	4	1.327762275	1.327762275	26	119	18.36303694	22.03076172	0.061385232	0	0.277	1	0
1299	Pristimantis_luscombei	2	3.69809998	3.69809998	-2.5	-76	22.82658291	27.14858097	0.024348078	0.968	1	0	1
1300	Litoria_auae	17	2.489750937	2.489750937	-7.382352941	143.0882353	23.38854664	26.66271077	0.029887657	0.822	1	0	1
1301	Amietophrynus_steindachneri	177	2.095860935	2.095860935	5.918079096	26.55084746	23.5461605	27.29524546	0.038059665	0.447	0.995	0	1
1302	Aphantophryne_pansa	1	1.984860271	1.984860271	-8.5	147.5	23.2936265	26.56043048	0.039187165	0.411	0.987	0	1
1303	Psychrophrynella_bagrecito	2	1.6848596	1.6848596	-13.5	-71	10.63198565	15.04829195	0.059572084	0	0.33	1	0
1304	Pristimantis_muscosus	4	0.320727513	0.320727513	-4.75	-77.75	21.67563664	25.77967041	0.290818502	0	0	1	0
1305	Hyloxalus_borjai	1	1.31672966	1.31672966	6.5	-75.5	20.57050681	24.71145341	0.074877911	0	0.024	1	0
1306	Micrixalus_kottigeharensis	2	2.203035435	2.203035435	13	75.5	24.40651191	27.83836907	0.035404221	0.573	1	0	1
1307	Leptopelis_bocagii	331	1.587762935	1.587762935	-10.10422961	27.01661631	20.39890372	24.66946618	0.067241815	0	0.119	1	0
1308	Eleutherodactylus_angustidigitorum	4	1.790310329	1.790310329	20	-102	14.37279853	19.13003679	0.054228864	0.001	0.598	0	0
1309	Hylarana_grisea	1	2.181507774	2.181507774	-4.5	138.5	20.22439853	23.63559433	0.032576817	0.725	1	0	1
1310	Vandijkophrynus_gariepensis	84	2.600345199	2.600345199	-30.5	23.58333333	16.04940529	20.28123805	0.036164709	0.547	1	0	1
1311	Leptodactylodon_mertensi	3	1.549101087	1.549101087	5.166666667	9.833333333	22.24856841	25.89203896	0.047039804	0.107	0.842	0	0
1312	Pseudophilautus_cavirostris	2	1.187061784	1.187061784	7	80.5	26.59579058	29.68892126	0.055440493	0	0.506	0	0
1313	Desmognathus_abditus	4	2.390688508	2.390688508	36	-85	13.48078281	18.50674417	0.043798064	0.224	0.912	0	0
1314	Nototriton_matama	1	2.876390528	2.876390528	9.5	-83.5	25.17304807	28.23196864	0.0236324	0.97	1	0	1
1315	Adelophryne_gutturosa	37	1.16590743	1.16590743	2.5	-55.77027027	24.56178265	28.87171923	0.073932741	0	0.029	1	0
1316	Gyrinophilus_porphyriticus	119	3.305990691	3.305990691	39.6512605	-78.76890756	11.02919622	16.14328318	0.033628589	0.693	1	0	1
1317	Pherohapsis_menziesi	1	1.880212477	1.880212477	-9.5	147.5	24.68006801	27.89026937	0.040651451	0.347	0.98	0	1
1318	Leptopelis_brevipes	1	1.098879091	1.098879091	3.5	8.5	26.30665636	29.51307514	0.062082969	0	0.247	1	0
1319	Occidozyga_celebensis	33	1.303041294	1.303041294	-1.621212121	121.3484848	26.08124654	29.38270586	0.050673134	0.042	0.715	0	0
1320	Pristimantis_turik	1	0.760811787	0.760811787	10.5	-72.5	26.3159016	30.05628823	0.102423126	0	0	1	0
1321	Ischnocnema_surda	3	1.863408831	1.863408831	-19.83333333	-43.16666667	20.05062903	23.78113169	0.047666132	0.111	0.817	0	0
1322	Craugastor_rivulus	1	2.980437114	2.980437114	15.5	-90.5	22.17610387	26.20604102	0.028169366	0.879	1	0	1
1323	Ambystoma_barbouri	14	0.85339811	0.85339811	38.64285714	-85	12.26473142	17.34929284	0.129522133	0	0	1	0
1324	Grandisonia_alternans	1	6.096166077	6.096166077	-4.5	55.5	27.3092754	30.46836438	0.01177748	1	1	0	1
1325	Anhydrophryne_ngongoniensis	4	1.920766522	1.920766522	-30	30	15.81617574	19.95158094	0.051261841	0.029	0.711	0	0
1326	Otophryne_robusta	6	1.265347468	1.265347468	6	-61.5	22.42635859	26.98681098	0.08009135	0	0.002	1	0
1327	Leptobrachium_montanum	7	1.771070919	1.771070919	3.071428571	115.5	24.11255756	27.60861692	0.045906522	0.123	0.862	0	0
1328	Hyperolius_raveni	1	2.286284789	2.286284789	-1.5	29.5	17.1880571	21.12439715	0.035137123	0.583	1	0	1
1329	Physalaemus_angrensis	1	2.050623422	2.050623422	-22.5	-44.5	18.86821018	22.64825718	0.040073148	0.356	0.977	0	1
1330	Caecilia_corpulenta	3	1.644356355	1.644356355	5.166666667	-73.83333333	17.75808974	22.03139005	0.064969194	0	0.145	1	0
1331	Leptodactylus_pentadactylus	429	2.193133999	2.193133999	-5.497668998	-62.42074592	24.35652436	28.88548537	0.044892685	0.191	0.9	0	0
1332	Kassina_decorata	1	2.258647739	2.258647739	7.5	13.5	21.49430942	25.5724881	0.04199033	0.264	0.96	0	1
1333	Rhacophorus_rhodopus	142	5.032287432	5.032287432	20.34507042	102.7253521	19.04364826	22.89176143	0.01560581	1	1	0	1
1334	Leptobrachella_serasanae	4	2.138720309	2.138720309	2	114	22.5902616	26.24858545	0.04172	0.301	0.956	0	1
1335	Ameerega_erythromos	2	2.259651286	2.259651286	0	-79.5	21.94934978	25.34898282	0.033433212	0.677	1	0	1
1336	Epipedobates_anthonyi	5	1.987083062	1.987083062	-4.7	-79.9	22.1705021	25.55741865	0.035509719	0.584	1	0	1
1337	Litoria_hilli	1	1.731753348	1.731753348	-11.5	153.5	27.02550594	30.02860946	0.036896605	0.498	0.998	0	1
1338	Paratelmatobius_cardosoi	1	2.564768641	2.564768641	-23.5	-46.5	20.59183269	24.3163016	0.034575373	0.625	1	0	1
1339	Incilius_signifer	5	1.295208119	1.295208119	8.1	-81.3	25.33320634	28.25329529	0.053679348	0.002	0.603	0	0
1340	Brachytarsophrys_platyparietus	96	3.960481505	3.960481505	26.16666667	106.8645833	14.50269751	18.81706305	0.025936995	0.943	1	0	1
1341	Copiula_minor	1	3.614100349	3.614100349	-9.5	150.5	26.58031234	29.63346162	0.017240575	1	1	0	1
1342	Leptopelis_mackayi	1	5.133131544	5.133131544	0.5	34.5	20.56882849	23.51390183	0.013660432	1	1	0	1
1343	Atelopus_ebenoides	1	0.184358454	0.184358454	2.5	-76.5	19.38596504	23.31083135	0.473096024	0	0	1	0
1344	Quasipaa_fasciculispina	6	0.513189629	0.513189629	12	103.5	25.15939214	28.46365651	0.13413919	0	0	1	0
1345	Pseudis_fusca	17	0.93074251	0.93074251	-16.38235294	-43.20588235	22.40002986	26.52839911	0.108184521	0	0	1	0
1346	Hyloxalus_infraguttatus	9	0.98343296	0.98343296	-2.388888889	-79.94444444	22.04162817	25.40976732	0.071351651	0	0.083	1	0
1347	Leptolalax_maurus	2	1.374433319	1.374433319	6	116.5	25.69626388	29.02189863	0.051481716	0.023	0.674	0	0
1348	Leptopelis_parkeri	7	3.441521076	3.441521076	-6.5	37.35714286	21.37221729	24.88196423	0.02124634	0.988	1	0	1
1349	Bolitoglossa_odonnelli	1	1.067247033	1.067247033	15.5	-89.5	22.85534487	26.70507552	0.085884758	0	0	1	0
1350	Rana_forreri	73	2.900384778	2.900384778	18.48630137	-98.47260274	23.64223957	27.46244407	0.029934935	0.824	1	0	1
1351	Smilisca_baudinii	172	3.699180332	3.699180332	18.73837209	-94.99418605	22.724	26.57101302	0.024185201	0.967	1	0	1
1352	Glyphoglossus_molossus	86	1.361731818	1.361731818	16.30232558	101.5930233	23.38900994	26.85466911	0.056556399	0	0.474	1	0
1353	Litoria_raniformis	138	2.392347386	2.392347386	-38.85507246	157.0797101	13.68919144	17.49811044	0.037026191	0.515	0.999	0	1
1354	Ptychohyla_legleri	2	2.887866232	2.887866232	9	-83	25.03019203	28.02377676	0.024107159	0.963	1	0	1
1355	Tsingymantis_antitra	1	2.45562336	2.45562336	-12.5	49.5	26.18618654	29.2344863	0.025333771	0.95	1	0	1
1356	Rana_cascadae	32	2.220488986	2.220488986	44.65625	-122.03125	8.757256653	13.08047734	0.041424848	0.316	0.973	0	1
1357	Hyperolius_jackie	1	5.863308156	5.863308156	-2.5	29.5	16.9869089	20.90013955	0.013620613	1	1	0	1
1358	Hyperolius_mosaicus	20	0.662767143	0.662767143	2.3	12.8	22.53266318	26.27163842	0.137596619	0	0	1	0
1359	Pristimantis_cajamarcensis	1	2.393142317	2.393142317	-5.5	-79.5	21.99824126	25.48191864	0.03032691	0.831	1	0	1
1360	Craugastor_silvicola	1	2.138720309	2.138720309	16.5	-94.5	23.65880831	28.1297003	0.048615161	0.067	0.798	0	0
1361	Pseudoeurycea_ahuitzotl	1	2.540139916	2.540139916	17.5	-100.5	23.12267789	27.40144845	0.03509297	0.606	1	0	1
1362	Dermophis_occidentalis	3	4.796062531	4.796062531	9.166666667	-83.83333333	25.62555174	28.70436721	0.01283893	1	1	0	1
1363	Xenophrys_binchuanensis	2	1.568749662	1.568749662	27	100.5	7.654391604	12.06271028	0.063865551	0	0.205	1	0
1364	Diasporus_diastema	23	0.614082726	0.614082726	11.02173913	-83.41304348	25.30326817	28.29152954	0.118688282	0	0	1	0
1365	Pleurodema_nebulosum	60	2.369032229	2.369032229	-33.58333333	-66.21666667	14.65906761	18.22422354	0.032019143	0.74	1	0	1
1366	Leptobrachella_parva	6	2.836465782	2.836465782	4.333333333	115.8333333	23.91031267	27.40639358	0.025154046	0.946	1	0	1
1367	Hylarana_mangyanum	3	1.413843959	1.413843959	13.16666667	120.8333333	26.96677632	29.97113261	0.046194697	0.113	0.857	0	0
1368	Hemisus_microscaphus	21	1.609870031	1.609870031	8.69047619	37.07142857	17.78962434	21.45553693	0.048449961	0.069	0.797	0	0
1369	Hyperolius_guttulatus	94	1.248629093	1.248629093	5	-0.063829787	24.71457261	28.21575311	0.057224891	0	0.446	1	0
1370	Boophis_anjanaharibeensis	2	0.825939233	0.825939233	-15.5	50	23.53107997	26.61194218	0.086747252	0	0	1	0
1371	Allobates_nidicola	1	2.25710563	2.25710563	-3.5	-60.5	25.34256246	29.95025892	0.042529545	0.27	0.952	0	1
1372	Diasporus_tinker	10	1.858012568	1.858012568	5.5	-76.8	23.20559224	26.79327373	0.045974386	0.161	0.868	0	0
1373	Pseudophilautus_dayawansai	1	2.459058158	2.459058158	6.5	80.5	26.58842914	29.66182745	0.029065754	0.869	1	0	1
1374	Hyloscirtus_caucanus	2	2.436110219	2.436110219	2.5	-76	19.08356621	23.11263717	0.038462679	0.44	0.99	0	1
1375	Gastrotheca_guentheri	5	1.427863814	1.427863814	3.3	-76.9	21.1210315	24.75217489	0.056512445	0	0.455	1	0
1376	Pristimantis_ardalonychus	4	0.542545815	0.542545815	-6	-77	20.2939235	24.66936282	0.17921433	0	0	1	0
1377	Caecilia_marcusi	10	4.500337464	4.500337464	-16	-65.5	22.15865338	27.21511774	0.023407802	0.982	1	0	1
1378	Pristimantis_aniptopalmatus	1	4.389627161	4.389627161	-10.5	-75.5	15.43448898	19.88232556	0.020265214	1	1	0	1
1379	Ranitomeya_fantastica	4	2.1760279	2.1760279	-6	-76	22.7006212	27.17298639	0.050128989	0.038	0.736	0	0
1380	Kassina_kuvangensis	69	1.232367601	1.232367601	-12.67391304	23.86231884	19.74983354	24.28293588	0.083599287	0	0.001	1	0
1381	Physalaemus_obtectus	5	1.73477277	1.73477277	-19.1	-41.7	21.42743688	24.87842961	0.047364413	0.113	0.829	0	0
1382	Eleutherodactylus_aporostegus	1	1.366109561	1.366109561	18.5	-73.5	26.63316222	29.65355303	0.052641508	0.008	0.657	0	0
1383	Atelopus_petriruizi	1	1.863408831	1.863408831	2.5	-74.5	19.63632454	23.87494537	0.047388742	0.109	0.843	0	0
1384	Kalophrynus_robinsoni	1	3.058581751	3.058581751	4.5	102.5	24.75553988	28.0285641	0.024886319	0.958	1	0	1
1385	Mannophryne_trujillensis	1	2.037804187	2.037804187	9.5	-70.5	24.93883139	29.30517004	0.044638925	0.174	0.9	0	0
1386	Platymantis_diesmosi	1	4.142863838	4.142863838	13.5	123.5	26.87645572	29.92161466	0.015639089	1	1	0	1
1387	Ambystoma_andersoni	1	2.176235872	2.176235872	19.5	-102.5	17.10306349	21.76867622	0.045614704	0.156	0.869	0	0
1388	Hamptophryne_boliviana	513	1.506568839	1.506568839	-4.694931774	-62.10623782	24.65343267	29.20225728	0.075483186	0	0.027	1	0
1389	Mantella_expectata	4	5.337170657	5.337170657	-23	45	21.81364759	25.4088233	0.016038352	1	1	0	1
1390	Ophryophryne_hansi	1	1.429573279	1.429573279	14.5	108.5	23.69337239	26.81185679	0.045446026	0.162	0.875	0	0
1391	Astylosternus_ranoides	4	0.630010883	0.630010883	6	10	21.58053904	25.32811497	0.135191601	0	0	1	0
1392	Eleutherodactylus_probolaeus	1	2.14778088	2.14778088	18.5	-68.5	25.77621593	28.56337129	0.030897399	0.796	1	0	1
1393	Odontophrynus_barrioi	1	2.418152588	2.418152588	-28.5	-67.5	12.25683124	16.57485421	0.040583413	0.339	0.973	0	1
1394	Cycloramphus_catarinensis	1	2.304794564	2.304794564	-27.5	-48.5	21.63739635	24.85807976	0.032497306	0.716	1	0	1
1395	Nectophrynoides_viviparus	5	2.379440044	2.379440044	-8.3	35.7	19.48630426	23.34360996	0.033083634	0.686	1	0	1
1396	Hypsiboas_jaguariaiventris	1	1.194176721	1.194176721	-24.5	-49.5	18.29651476	22.47335947	0.071381168	0	0.06	1	0
1397	Proceratophrys_rotundipalpebra	1	1.207499805	1.207499805	-13.5	-46.5	24.23935978	28.56258791	0.08326311	0	0.001	1	0
1398	Mantella_pulchra	4	1.406656578	1.406656578	-17.25	48.75	21.50710925	24.73909151	0.048885834	0.06	0.779	0	0
1399	Amazophrynella_vote	1	2.387251998	2.387251998	-9.5	-58.5	24.59731416	29.40063466	0.050301775	0.042	0.738	0	0
1400	Scinax_perpusillus	17	1.840677783	1.840677783	-22.55882353	-44.38235294	20.89302411	24.45593947	0.046087001	0.135	0.856	0	0
1401	Rana_johnsi	26	2.138720309	2.138720309	17.69230769	107.3461538	21.76098143	25.2633233	0.033420155	0.665	1	0	1
1402	Calyptocephalella_gayi	29	2.540139916	2.540139916	-36.5	-72.01724138	11.90360458	15.62141314	0.030492157	0.81	1	0	1
1403	Pristimantis_delius	1	1.266001715	1.266001715	-2.5	-75.5	23.77986093	28.14673685	0.074985748	0	0.029	1	0
1404	Ingerophrynus_biporcatus	55	1.037032401	1.037032401	-5.318181818	110.3	25.87313225	29.18064585	0.069334834	0	0.1	1	0
1405	Raorchestes_ghatei	1	3.823537981	3.823537981	17.5	103.5	22.47117469	26.04884862	0.019493692	0.999	1	0	1
1406	Microbatrachella_capensis	2	1.493544981	1.493544981	-34.5	19	18.17026308	20.91471493	0.03750086	0.472	0.992	0	1
1407	Leptodactylus_fallax	2	0.472803334	0.472803334	16	-62	25.59406517	28.10564912	0.113023645	0	0	1	0
1408	Hylarana_moluccana	8	2.991824277	2.991824277	0.5	128	27.53301839	30.70386661	0.0258497	0.937	1	0	1
1409	Pelophylax_cypriensis	1	2.322881051	2.322881051	34.5	32.5	20.27083216	23.75994534	0.031292975	0.775	1	0	1
1410	Zachaenus_roseus	1	1.484927293	1.484927293	-41.5	-72.5	8.450858177	11.97625921	0.04946091	0.059	0.792	0	0
1411	Pristimantis_tenebrionis	4	3.510411941	3.510411941	0	-79	20.62417879	24.18960115	0.020727972	0.998	1	0	1
1412	Pseudohynobius_jinfo	1	1.569982719	1.569982719	28.5	106.5	14.97085474	19.50518098	0.060169535	0	0.331	1	0
1413	Rhacophorus_belalongensis	1	3.324014323	3.324014323	3.5	114.5	22.92860614	26.49500614	0.024384536	0.964	1	0	1
1414	Ambystoma_maculatum	459	5.785311015	5.785311015	41.75054466	-81.03159041	9.591229358	14.85363041	0.02067305	0.995	1	0	1
1415	Ischnocnema_penaxavantinho	12	1.238330908	1.238330908	-18.58333333	-47.58333333	21.70533612	25.97515255	0.073362586	0	0.039	1	0
1416	Hyalinobatrachium_cappellei	25	1.693657435	1.693657435	4.34	-63.26	22.03425155	26.87144875	0.066420137	0	0.129	1	0
1417	Dendropsophus_juliani	4	1.157015425	1.157015425	-11	-66	25.91745269	30.85726407	0.087131489	0	0	1	0
1418	Scinax_kennedyi	13	1.712586121	1.712586121	5.576923077	-69.03846154	24.64991504	29.10987849	0.057871717	0	0.415	1	0
1419	Odorrana_anlungensis	1	2.707115516	2.707115516	25.5	105.5	13.84165424	18.00769346	0.037534679	0.453	0.998	0	1
1420	Plethodontohyla_guentheri	1	1.856439461	1.856439461	-14.5	49.5	23.45115723	26.62756877	0.038022744	0.457	0.996	0	1
1421	Platymantis_akarithymus	6	2.317078318	2.317078318	-5.666666667	150.5	26.58163061	29.713187	0.032963678	0.702	1	0	1
1422	Xenorhina_lanthanites	1	2.29513518	2.29513518	-1.5	136.5	26.99341787	30.16304208	0.027620371	0.907	1	0	1
1423	Litoria_personata	4	1.882703175	1.882703175	-13	133	26.13680419	29.56575636	0.042355627	0.274	0.955	0	1
1424	Rana_macrocnemis	117	2.757815354	2.757815354	40.72222222	39.02136752	11.61267683	16.12232266	0.038028465	0.45	0.997	0	1
1425	Hylarana_latouchii	113	2.805983797	2.805983797	26.30530973	115.3318584	17.91006864	21.9236468	0.02979925	0.823	1	0	1
1426	Uperoleia_marmorata	3	2.176235872	2.176235872	-16.16666667	125.1666667	26.51155531	29.8348868	0.036359542	0.527	1	0	1
1427	Strongylopus_fasciatus	114	3.232532813	3.232532813	-25.29824561	28.71052632	18.13160407	22.46270116	0.030451052	0.787	1	0	1
1428	Melanophryniscus_devincenzii	4	2.156302067	2.156302067	-32	-55	17.4181663	21.57150661	0.043775916	0.216	0.924	0	0
1429	Cycloramphus_lutzorum	8	1.923730366	1.923730366	-23.5	-46.125	20.20421662	23.90181093	0.040895658	0.3	0.965	0	1
1430	Pseudophilautus_adspersus	1	2.259651286	2.259651286	6.5	80.5	26.58842914	29.66182745	0.032383824	0.716	1	0	1
1431	Pristimantis_bellator	2	0.664752978	0.664752978	-5	-79.5	21.63748931	25.16633902	0.112947081	0	0	1	0
1432	Amietophrynus_djohongensis	8	2.050486909	2.050486909	7	13	20.77929378	24.82294689	0.04287055	0.262	0.942	0	0
1433	Dendropsophus_walfordi	134	0.562702142	0.562702142	-6.679104478	-57.64179104	24.83369975	29.47603718	0.187501808	0	0	1	0
1434	Boophis_goudotii	23	1.996002994	1.996002994	-19.58695652	47.54347826	21.04469394	24.38624352	0.035619586	0.56	1	0	1
1435	Ceratophrys_cranwelli	111	3.428580699	3.428580699	-24.9954955	-60.84234234	22.67057123	27.55842562	0.029094293	0.853	1	0	1
1436	Hylarana_fonensis	2	3.650725933	3.650725933	9.5	-9	23.7473675	27.79673415	0.026409403	0.921	1	0	1
1437	Hylarana_margariana	1	3.302098869	3.302098869	25.5	98.5	15.41334481	19.63627034	0.026099204	0.935	1	0	1
1438	Litoria_brongersmai	2	1.526701479	1.526701479	-3.5	137	21.60344077	25.03957356	0.048928058	0.08	0.768	0	0
1439	Atelopus_pachydermus	6	1.023691754	1.023691754	-5.5	-79	21.14467644	24.84131854	0.076831682	0	0.011	1	0
1440	Psychrophrynella_boettgeri	1	5.39087974	5.39087974	-14.5	-69.5	9.037731647	13.37891874	0.02013209	0.999	1	0	1
1441	Limnonectes_fujianensis	55	2.633346193	2.633346193	25.24545455	116.8454545	19.04939008	22.81112374	0.029760406	0.856	1	0	1
1442	Scaphiophryne_obscura	33	1.817286204	1.817286204	-20.25757576	47.40909091	21.75136223	25.09040603	0.042729748	0.241	0.949	0	0
1443	Hylarana_malabarica	109	1.353459675	1.353459675	16.58256881	78.6559633	24.82983037	28.58293153	0.055459372	0	0.531	0	0
1444	Atelopus_spumarius	111	1.100490696	1.100490696	-0.283783784	-62.53603604	24.72450148	29.07094857	0.094036993	0	0	1	0
