ID	Species	Range	sd.phy	sd.rg	Latitude	Longitude	meanT0	meanT1	Haldane	P_Rescue	P_RescueP	rescuep_save_05	rescuep_save_095
4512	Ischnocnema_manezinho	4	0.748472101	0.748472101	-27	-49	20.10978526	23.57208223	0.096371243	0	0	1	0
4513	Chiasmocleis_mehelyi	18	0.786763001	0.786763001	-17	-55.5	26.00918686	30.67657782	0.137962736	0	0	1	0
4514	Leptopelis_xenodactylus	4	0.652374909	0.652374909	-30	30	15.81617574	19.95158094	0.134872362	0	0	1	0
4515	Phyllomedusa_atelopoides	56	0.843327849	0.843327849	-7.053571429	-72.5	24.83715196	29.40686925	0.117797225	0	0	1	0
4516	Paramesotriton_labiatus	42	1.89672371	1.89672371	26.47619048	112.9047619	16.89457522	21.18235952	0.050236149	0.041	0.726	0	0
4517	Kassina_lamottei	4	2.822389367	2.822389367	7	-8	23.05402585	27.03780491	0.029406076	0.847	1	0	1
4518	Scinax_ruber	763	1.631082728	1.631082728	-3.435779817	-61.55111402	24.87415261	29.29317934	0.057643824	0	0.424	1	0
4519	Pristimantis_guaiquinimensis	1	0.822986593	0.822986593	4.5	-62.5	20.92859719	26.11593761	0.146582976	0	0	1	0
4520	Odorrana_wuchuanensis	2	1.85209613	1.85209613	28.5	108	13.56615824	18.10580721	0.051064315	0.035	0.679	0	0
4521	Raorchestes_ochlandrae	1	1.023537995	1.023537995	11.5	75.5	25.62199988	28.92061126	0.067140713	0	0.136	1	0
4522	Pedostibes_hosii	67	1.220430556	1.220430556	2.708955224	108.2761194	24.97740264	28.39972373	0.060960686	0	0.28	1	0
4523	Isthmohyla_angustilineata	4	5.984261786	5.984261786	10	-84	25.37242105	28.40260025	0.011508138	1	1	0	1
4524	Eleutherodactylus_abbotti	12	0.406619804	0.406619804	18.83333333	-71	25.77590015	28.72581606	0.176944575	0	0	1	0
4525	Pseudoeurycea_teotepec	1	0.277872929	0.277872929	17.5	-100.5	23.12267789	27.40144845	0.366626178	0	0	1	0
4526	Phytotriades_auratus	1	0.915849188	0.915849188	10.5	-61.5	25.8155127	28.53575118	0.070718611	0	0.068	1	0
4527	Hylodes_magalhaesi	2	0.576389952	0.576389952	-22.5	-46	18.39522911	22.45113042	0.163644918	0	0	1	0
4528	Eleutherodactylus_dilatus	1	6.035794951	6.035794951	17.5	-99.5	21.03013041	25.45400006	0.015933457	1	1	0	1
4529	Liuixalus_hainanus	2	5.268400335	5.268400335	19	109.5	24.15126854	27.2459214	0.013660441	1	1	0	1
4530	Pseudophilautus_papillosus	1	2.277817127	2.277817127	6.5	80.5	26.58842914	29.66182745	0.031378454	0.744	1	0	1
4531	Physalaemus_cuvieri	689	2.283498601	2.283498601	-13.1298984	-50.92089985	23.95279511	28.29515672	0.042258368	0.259	0.944	0	0
4532	Platymantis_aculeodactylus	9	1.36775557	1.36775557	-6.611111111	156.2777778	27.67401488	30.71564125	0.045383846	0.133	0.872	0	0
4533	Duttaphrynus_olivaceus	51	2.491524132	2.491524132	27.24509804	62.14705882	22.60569766	27.35993046	0.041481792	0.32	0.959	0	1
4534	Hylodes_glaber	1	1.722939536	1.722939536	-22.5	-44.5	18.86821018	22.64825718	0.046679834	0.126	0.84	0	0
4535	Peltophryne_fluviatica	1	1.971421255	1.971421255	19.5	-71.5	25.65721326	28.82215603	0.040135293	0.34	0.988	0	1
4536	Eleutherodactylus_tetajulia	1	3.91027601	3.91027601	20.5	-74.5	25.8269688	28.7312669	0.016880337	1	1	0	1
4537	Melanophryniscus_klappenbachi	52	2.232034429	2.232034429	-24.28846154	-59.80769231	24.20027307	29.4176034	0.053124489	0.003	0.56	0	0
4538	Ceuthomantis_duellmani	1	3.399217843	3.399217843	4.5	-64.5	19.28869557	24.1151956	0.030210329	0.801	1	0	1
4539	Oreophryne_nana	1	10.44668457	10.44668457	9.5	124.5	26.20695807	29.38713701	0.006764887	1	1	0	1
4540	Eleutherodactylus_staurometopon	1	1.565197593	1.565197593	21.5	-82.5	26.21943673	29.34327785	0.046414247	0.114	0.856	0	0
4541	Lysapsus_boliviana	133	0.952318805	0.952318805	-7.417293233	-57.02631579	24.96645548	29.55830543	0.117603831	0	0	1	0
4542	Hyla_gratiosa	98	2.913007937	2.913007937	32.56122449	-84	18.13025985	22.49446239	0.030575048	0.792	1	0	1
4543	Pristimantis_medemi	1	1.884776466	1.884776466	4.5	-73.5	18.30035131	22.52557595	0.048734007	0.072	0.774	0	0
4544	Spea_intermontana	152	2.911660113	2.911660113	42	-115.4210526	7.330419856	12.50491653	0.042313422	0.294	0.968	0	1
4545	Rana_brownorum	100	5.832459334	5.832459334	25.49	-81.22	16.82847244	21.18128505	0.015878899	1	1	0	1
4546	Leptobrachium_hasseltii	82	0.942430739	0.942430739	-2.158536585	105.4634146	25.68969923	29.00646002	0.083794481	0	0.001	1	0
4547	Telmatobius_culeus	4	2.220488986	2.220488986	-16	-69	6.539294896	10.90916522	0.049199415	0.059	0.747	0	0
4548	Neobatrachus_albipes	21	0.465398637	0.465398637	-33.16666667	120.0238095	16.84686099	20.73377619	0.17769782	0	0	1	0
4549	Ansonia_platysoma	4	1.514686232	1.514686232	4	115	23.52570736	27.04557632	0.04944313	0.052	0.764	0	0
4550	Scinax_muriciensis	1	1.198835737	1.198835737	-9.5	-35.5	24.6917066	27.72826961	0.050658533	0.021	0.719	0	0
4551	Afrixalus_laevis	134	1.433407115	1.433407115	1.141791045	20.30597015	22.21058314	26.12290782	0.068234709	0	0.106	1	0
4552	Polypedates_subansiriensis	1	4.259350506	4.259350506	26.5	93.5	18.19940664	22.40260147	0.022427634	0.983	1	0	1
4553	Microhyla_petrigena	4	0.862749928	0.862749928	2.75	114.5	23.5435363	27.1536974	0.102060524	0	0	1	0
4554	Hyperolius_leucotaenius	6	1.393503093	1.393503093	-4	28.5	19.83295543	23.78418664	0.069157717	0	0.094	1	0
4555	Rhacophorus_maximus	55	6.966625631	6.966625631	26.28181818	92.64545455	15.51771193	19.7357924	0.013454881	1	1	0	1
4556	Chiasmocleis_sapiranga	2	3.591482917	3.591482917	-12.5	-38	24.93419059	27.99577704	0.020296606	0.996	1	0	1
4557	Leptodactylus_gracilis	226	2.924118911	2.924118911	-29.24336283	-58.06637168	18.88851882	23.14214924	0.0330607	0.7	1	0	1
4558	Pristimantis_roseus	4	2.203035435	2.203035435	6	-76.5	22.23593298	26.00690113	0.039807319	0.347	0.976	0	1
4559	Platymantis_taylori	4	3.961745736	3.961745736	17	122	25.51270946	28.48977658	0.017475659	1	1	0	1
4560	Eleutherodactylus_rubrimaculatus	4	1.540042133	1.540042133	15	-92	23.93047202	27.85813983	0.060722949	0	0.278	1	0
4561	Rhinella_diptycha	1	0.088055042	0.088055042	-22.5	-56.5	24.62506965	29.7011912	1.340631212	0	0	1	0
4562	Hypsiboas_tepuianus	10	0.919062555	0.919062555	5	-62.5	20.86024645	25.65529187	0.118575503	0	0	1	0
4563	Eleutherodactylus_corona	2	4.449561993	4.449561993	18.5	-74	26.73596093	29.72133124	0.016773394	1	1	0	1
4564	Gephyromantis_verrucosus	1	3.274067463	3.274067463	-23.5	47.5	21.56699155	24.85065253	0.020467962	0.997	1	0	1
4565	Occidozyga_lima	346	2.949819037	2.949819037	14.17630058	103.0722543	23.19013936	26.67627314	0.025691582	0.955	1	0	1
4566	Telmatobius_dankoi	1	1.366588379	1.366588379	-22.5	-68.5	8.635291682	13.18992184	0.069434315	0	0.089	1	0
4567	Discodeles_guppyi	25	0.644535369	0.644535369	-7.02	155.54	27.30332788	30.35756309	0.112825284	0	0	1	0
4568	Phrynopus_kotosh	1	3.335343442	3.335343442	-9.5	-76.5	14.64086145	19.09480196	0.031055276	0.801	1	0	1
4569	Bolitoglossa_veracrucis	1	2.361020277	2.361020277	17.5	-93.5	24.12613701	28.43712328	0.038039578	0.459	0.995	0	1
4570	Dendrophryniscus_berthalutzae	5	2.203272952	2.203272952	-27.3	-49.1	19.88376101	23.37720937	0.033032754	0.72	1	0	1
4571	Nyctimystes_granti	1	0.969113558	0.969113558	-4.5	137.5	21.20392696	24.55100136	0.073484008	0	0.037	1	0
4572	Limnonectes_namiyei	1	1.646666138	1.646666138	26.5	128.5	23.04906521	25.86497199	0.042751635	0.251	0.943	0	0
4573	Aplastodiscus_albofrenatus	5	5.424989628	5.424989628	-22.1	-42.3	21.82512559	25.17616253	0.014365206	1	1	0	1
4574	Pseudophilautus_tanu	1	3.496795614	3.496795614	6.5	80.5	26.58842914	29.66182745	0.01997542	0.999	1	0	1
4575	Hyloxalus_aeruginosus	1	0.668875004	0.668875004	-5.5	-77.5	21.1045518	25.34416554	0.132050511	0	0	1	0
4576	Allobates_niputidea	1	1.462766013	1.462766013	6.5	-74.5	19.2012189	23.57463942	0.061016922	0	0.295	1	0
4577	Probreviceps_uluguruensis	2	1.542831467	1.542831467	-7	37.5	22.05268451	25.47685771	0.055485211	0	0.533	0	0
4578	Syncope_supercilialba	1	1.951313197	1.951313197	-11.5	-71.5	24.24737713	29.1058406	0.054127021	0.001	0.567	0	0
4579	Rhacophorus_hui	4	1.765318507	1.765318507	29	106	11.04717176	15.53070796	0.056439752	0	0.503	0	0
4580	Pseudacris_crucifer	620	6.486973539	6.486973539	42.67419355	-82.70322581	8.937663405	14.29377451	0.01920167	1	1	0	1
4581	Nyctibatrachus_pillaii	1	0.967963037	0.967963037	8.5	77.5	26.53215319	29.76252095	0.074161871	0	0.037	1	0
4582	Leptodactylus_magistris	1	2.415015244	2.415015244	10.5	-70.5	25.18904302	28.62900452	0.034741603	0.619	1	0	1
4583	Craugastor_galacticorhinus	1	1.787257281	1.787257281	18.5	-97.5	14.43976076	18.60291728	0.05063815	0.028	0.729	0	0
4584	Pseudophryne_occidentalis	84	2.028975866	2.028975866	-29.25	120.1785714	19.59814763	24.02268333	0.047405965	0.094	0.827	0	0
4585	Pleurodema_marmoratum	75	4.143476547	4.143476547	-16.58	-69.9	10.06562387	14.45970062	0.022093347	0.99	1	0	1
4586	Fejervarya_mysorensis	2	2.638675084	2.638675084	15	74.5	25.12455449	28.47735144	0.028878103	0.85	1	0	1
4587	Oxydactyla_brevicrus	2	2.006964246	2.006964246	-4	138.5	20.70434056	24.15172206	0.040897845	0.323	0.959	0	1
4588	Leptobrachella_palmata	2	5.133131544	5.133131544	5.5	117	24.75316677	28.1901066	0.013664491	1	1	0	1
4589	Lyciasalamandra_flavimembris	2	2.193133999	2.193133999	37	28.5	16.69921292	21.11521766	0.049111196	0.069	0.78	0	0
4590	Allobates_masniger	4	1.779444807	1.779444807	-4	-56	24.86034127	29.4624341	0.051725041	0.031	0.691	0	0
4591	Spinomantis_massi	4	0.472803334	0.472803334	-14	49	24.37971617	27.60249414	0.166251664	0	0	1	0
4592	Boophis_xerophilus	4	1.726892213	1.726892213	-22.5	45.5	24.06312106	27.48115607	0.044984055	0.172	0.897	0	0
4593	Phyllomedusa_burmeisteri	114	1.880063317	1.880063317	-17.9122807	-43.23684211	21.94532633	25.78093496	0.042503097	0.263	0.943	0	0
4594	Limnonectes_kadarsani	9	2.138567068	2.138567068	-8.722222222	119.3888889	27.07700744	30.14760394	0.028716392	0.869	1	0	1
4595	Physalaemus_moreirae	1	0.617926504	0.617926504	-23.5	-46.5	20.59183269	24.3163016	0.12824182	0	0	1	0
4596	Leptolalax_bidoupensis	1	2.862877038	2.862877038	12.5	108.5	23.33451201	26.53852325	0.024870174	0.962	1	0	1
4597	Plectrohyla_bistincta	41	3.960123542	3.960123542	19.5	-100.6707317	17.97749755	22.33108117	0.024985352	0.944	1	0	1
4598	Hyperolius_montanus	5	1.290718601	1.290718601	-0.1	36.7	19.99111091	23.59489192	0.056981089	0	0.468	1	0
4599	Arthroleptella_rugosa	1	1.049572919	1.049572919	-34.5	19.5	18.0733037	20.87939937	0.055699157	0	0.505	0	0
4600	Pristimantis_nervicus	6	1.236927751	1.236927751	4.5	-73.66666667	18.23284532	22.43863197	0.072344421	0	0.044	1	0
4601	Pristimantis_lynchi	2	4.796439601	4.796439601	5.5	-73	18.19900217	22.3558821	0.021666487	0.99	1	0	1
4602	Pachytriton_archospotus	1	1.819070444	1.819070444	25.5	114.5	17.44172681	21.51186339	0.052034455	0.009	0.672	0	0
4603	Epicrionops_parkeri	4	1.172144684	1.172144684	7	-75	21.80777563	26.17313442	0.086610444	0	0	1	0
4604	Afrixalus_stuhlmanni	18	1.850336215	1.850336215	-7.555555556	38.22222222	23.63941111	27.07655336	0.042217662	0.282	0.95	0	0
4605	Boophis_boehmei	15	1.495438608	1.495438608	-21.5	47.5	20.59465062	23.9221114	0.046355697	0.122	0.841	0	0
4606	Hylarana_raniceps	122	1.146490493	1.146490493	3.016393443	105.8114754	25.44506893	28.79371108	0.073019405	0	0.04	1	0
4607	Nyctibatrachus_minor	2	2.237500223	2.237500223	10	77	25.03132167	28.40988938	0.034317597	0.662	1	0	1
4608	Nanorana_polunini	26	11.22217426	11.22217426	28.38461538	84	9.130742545	13.89489715	0.010354401	1	1	0	1
4609	Wolterstorffina_chirioi	1	1.731373347	1.731373347	6.5	10.5	20.87126425	24.70171755	0.051450665	0.026	0.68	0	0
4610	Oreophrynella_quelchii	1	1.816338283	1.816338283	5.5	-60.5	21.64988975	26.02237917	0.052332827	0.012	0.66	0	0
4611	Philautus_tytthus	4	2.651996427	2.651996427	27	98	11.7989694	16.03999136	0.035537353	0.582	1	0	1
4612	Phyllomedusa_azurea	224	2.816443532	2.816443532	-19.09821429	-56.49553571	24.14742779	28.98439791	0.041887891	0.267	0.96	0	1
4613	Pristimantis_eriphus	4	3.639743343	3.639743343	1	-77	18.4736269	22.43988145	0.024215716	0.963	1	0	1
4614	Austrochaperina_derongo	22	1.308531361	1.308531361	-4.818181818	140.8636364	21.49530259	24.89248578	0.051923604	0.012	0.674	0	0
4615	Pristimantis_platydactylus	24	5.644548243	5.644548243	-15.33333333	-68.33333333	14.01335706	18.58521988	0.017999129	1	1	0	1
4616	Ptychadena_tournieri	72	1.66579344	1.66579344	9.652777778	-7.986111111	25.32871873	29.11059971	0.051598138	0.02	0.702	0	0
4617	Dendropsophus_imitator	1	2.559631794	2.559631794	-3.5	-61.5	25.33918501	29.91798347	0.042591677	0.259	0.935	0	0
4618	Nyctibatrachus_karnatakaensis	1	2.156302067	2.156302067	13.5	75.5	24.24542081	27.72483783	0.033616744	0.682	1	0	1
4619	Scutiger_boulengeri	104	6.91046352	6.91046352	30.99038462	94.50961538	-0.37873015	4.709296821	0.015339139	1	1	0	1
4620	Rhacophorus_viridis	5	1.617878244	1.617878244	27.3	128.7	22.63666283	25.51995964	0.042432071	0.265	0.945	0	0
4621	Plethodon_dorsalis	44	1.624660308	1.624660308	36.29545455	-86.31818182	13.94629011	18.89640785	0.070857284	0	0.072	1	0
4622	Hymenochirus_boettgeri	209	1.36775557	1.36775557	0.346889952	17.93062201	22.76574606	26.63049026	0.067276435	0	0.105	1	0
4623	Pseudis_cardosoi	6	2.094009911	2.094009911	-28.5	-51	17.72439461	21.82726895	0.039986501	0.343	0.989	0	1
4624	Centrolene_solitaria	1	4.143476547	4.143476547	1.5	-75.5	20.90311176	25.14197122	0.02087796	0.997	1	0	1
4625	Hyloscirtus_antioquia	1	1.952040374	1.952040374	6.5	-75.5	20.57050681	24.71145341	0.053033568	0.007	0.648	0	0
4626	Pristimantis_quaquaversus	15	1.85045932	1.85045932	-1.7	-76.9	20.86604021	25.00731538	0.047616414	0.09	0.827	0	0
4627	Ansonia_torrentis	4	2.005442671	2.005442671	4	115	23.52570736	27.04557632	0.039003513	0.39	0.978	0	1
4628	Nanorana_vicina	17	9.251967574	9.251967574	32.38235294	75.32352941	14.97442774	19.76688449	0.012633982	1	1	0	1
4629	Dendropsophus_stingi	1	7.941991885	7.941991885	5.5	-73.5	17.48929796	21.70249639	0.012630868	1	1	0	1
4630	Meristogenys_kinabaluensis	8	1.588968417	1.588968417	4.375	115.625	23.98213262	27.47844719	0.051171339	0.033	0.719	0	0
4631	Physalaemus_olfersii	40	2.038301216	2.038301216	-23.3	-45.35	20.60477579	24.1836497	0.042824685	0.261	0.945	0	0
4632	Plectrohyla_pokomchi	2	3.331486085	3.331486085	15.5	-90	22.51572437	26.45555827	0.02516182	0.942	1	0	1
4633	Eurycea_wilderae	16	1.135891466	1.135891466	35.9375	-82.0625	13.10005559	18.01140967	0.086475763	0	0	1	0
4634	Rhinella_cerradensis	43	0.913915388	0.913915388	-16.22093023	-48.75581395	23.90417328	28.22824967	0.096558673	0	0	1	0
4635	Incilius_holdridgei	1	3.963733466	3.963733466	10.5	-84.5	25.31130441	28.3840188	0.015820553	1	1	0	1
4636	Phrynobatrachus_versicolor	3	4.01155077	4.01155077	-2.5	29.5	17.36287676	21.2799593	0.024411274	0.966	1	0	1
4637	Cycloramphus_stejnegeri	2	2.211878501	2.211878501	-22.5	-43	21.34877802	24.83399287	0.032826687	0.687	1	0	1
4638	Pelophylax_plancyi	106	2.400281452	2.400281452	34.5754717	117.4716981	12.79682604	17.18412513	0.039735368	0.388	0.982	0	1
4639	Dendropsophus_berthalutzae	26	1.864089841	1.864089841	-23.38461538	-44.76923077	21.63971133	25.0034582	0.044012153	0.184	0.899	0	0
4640	Brachycephalus_pombali	1	0.867383597	0.867383597	-25.5	-48.5	21.37395521	24.81982118	0.079454257	0	0.004	1	0
4641	Stumpffia_miery	1	3.884246478	3.884246478	-20.5	-46.5	19.13672125	23.5687282	0.023286144	0.98	1	0	1
4642	Allobates_chalcopis	1	2.853657128	2.853657128	14.5	-61.5	25.73900301	28.25121314	0.022008689	0.983	1	0	1
4643	Ommatotriton_vittatus	19	1.915693558	1.915693558	35.92105263	36.76315789	17.15935161	21.72509477	0.054166748	0	0.59	0	0
4644	Crinia_tinnula	18	1.998487628	1.998487628	-29.05555556	152.7777778	19.21652823	22.76546662	0.035516241	0.557	1	0	1
4645	Mertensophryne_micranotis	23	1.984444915	1.984444915	-7.239130435	38.41304348	23.67348141	27.09709105	0.041076734	0.308	0.97	0	1
4646	Adenomera_bokermanni	37	1.765318507	1.765318507	-23.01351351	-45.98648649	20.00413472	23.7961669	0.04881983	0.064	0.816	0	0
4647	Bombina_bombina	468	2.644886628	2.644886628	50.67521368	32.74145299	9.676970553	14.48235632	0.036337178	0.552	0.998	0	1
4648	Hylarana_hekouensis	1	1.173557043	1.173557043	22.5	103.5	16.91708439	20.87950053	0.080390844	0	0.001	1	0
4649	Pristimantis_paulodutrai	11	1.143402969	1.143402969	-15.22727273	-39.5	23.69656347	27.00502461	0.064300479	0	0.203	1	0
4650	Pseudophilautus_cuspis	1	4.816253093	4.816253093	6.5	80.5	26.58842914	29.66182745	0.014180679	1	1	0	1
4651	Xanthophryne_tigerina	2	2.559631794	2.559631794	15.5	74	25.68014029	28.9512268	0.026623999	0.916	1	0	1
4652	Mantidactylus_madecassus	4	1.514686232	1.514686232	-22	47	20.87408574	24.18827482	0.052096112	0.02	0.658	0	0
4653	Ichthyophis_monochrous	3	0.530953815	0.530953815	0.833333333	109.1666667	26.68617303	30.01248248	0.145692585	0	0	1	0
4654	Duttaphrynus_microtympanum	2	5.424989628	5.424989628	15	75	24.53982455	28.04604898	0.014362442	1	1	0	1
4655	Pristimantis_myops	6	2.091705871	2.091705871	5.5	-76	20.21986769	24.13119781	0.040650512	0.345	0.969	0	1
4656	Hylarana_siberu	12	1.109576256	1.109576256	-0.666666667	100.1666667	25.23878959	28.54595537	0.062095135	0	0.254	1	0
4657	Ptychadena_straeleni	63	1.008592716	1.008592716	6.388888889	22.30952381	22.53365655	26.60014172	0.087648711	0	0	1	0
4658	Ranitomeya_vanzolinii	19	1.779444807	1.779444807	-9.447368421	-72.71052632	24.26547769	28.93637222	0.054685766	0	0.539	0	0
4659	Oreobates_lehri	1	3.581924831	3.581924831	-12.5	-71.5	19.72357939	24.340075	0.028018064	0.884	1	0	1
4660	Rhinella_schneideri	629	2.809606255	2.809606255	-17.1200318	-51.73370429	23.37006367	27.77808717	0.034106771	0.633	1	0	1
4661	Barycholos_ternetzi	62	1.731373347	1.731373347	-14.40322581	-48.43548387	24.12134659	28.43565321	0.050853892	0.037	0.699	0	0
4662	Barygenys_cheesmanae	1	2.013039328	2.013039328	-8.5	147.5	23.2936265	26.56043048	0.036062705	0.546	1	0	1
4663	Incilius_valliceps	86	2.451870516	2.451870516	16.60465116	-89.60465116	24.21102752	27.8700213	0.036398232	0.51	0.999	0	1
4664	Amietophrynus_villiersi	4	1.89672371	1.89672371	5.5	10.25	21.69330357	25.41187574	0.039210478	0.376	0.984	0	1
4665	Oreophryne_brevirostris	2	1.609870031	1.609870031	-4.5	140	20.09030007	23.52604277	0.052053023	0.02	0.677	0	0
4666	Cophixalus_kaindiensis	1	2.210378009	2.210378009	-7.5	146.5	22.45968478	25.7636921	0.032495006	0.729	1	0	1
4667	Mixophyes_schevilli	3	0.889682186	0.889682186	-16.5	145.5	23.80918871	27.04724063	0.086656196	0	0	1	0
4668	Eleutherodactylus_emiliae	2	2.242014825	2.242014825	21.5	-80	26.17039773	29.39882781	0.029999338	0.817	1	0	1
4669	Pristimantis_olivaceus	6	2.195355924	2.195355924	-15.33333333	-67.83333333	17.32697098	21.98964116	0.050568546	0.031	0.728	0	0
4670	Ambystoma_mexicanum	2	1.123762577	1.123762577	19.5	-99	12.17437066	16.58650322	0.083536472	0	0	1	0
4671	Physalaemus_atlanticus	2	1.664940758	1.664940758	-23.5	-45	21.74474258	25.18580236	0.04397396	0.193	0.897	0	0
4672	Fejervarya_sakishimensis	1	2.182454376	2.182454376	27.5	128.5	22.52661318	25.43818259	0.029001746	0.848	1	0	1
4673	Platypelis_cowanii	2	2.110856523	2.110856523	-17.5	49	21.6623491	24.84900734	0.030193035	0.812	1	0	1
4674	Philautus_abditus	1	1.187523943	1.187523943	14.5	108.5	23.69337239	26.81185679	0.058356426	0	0.408	1	0
4675	Hemiphractus_helioi	28	5.184626452	5.184626452	-10.46428571	-72.96428571	20.51839511	25.13574476	0.018175201	1	1	0	1
4676	Mantidactylus_delormei	4	4.443625577	4.443625577	-22	47	20.87408574	24.18827482	0.01522102	1	1	0	1
4677	Pristimantis_yumbo	1	0.039435493	0.039435493	0.5	-77.5	17.73494689	21.66164861	2.263017728	0	0	1	0
4678	Plethodontohyla_ocellata	16	1.943548909	1.943548909	-18.125	48.875	21.62635687	24.83922921	0.033061914	0.715	1	0	1
4679	Spinomantis_tavaratra	1	1.738604593	1.738604593	-13.5	-49.5	25.4795581	29.71246058	0.050721981	0.025	0.707	0	0
4680	Thoropa_taophora	3	2.631188884	2.631188884	-23.16666667	-47.16666667	21.22488071	25.17934391	0.035783781	0.555	0.999	0	1
4681	Eleutherodactylus_parabates	1	3.985179602	3.985179602	18.5	-71.5	25.67835221	28.76011781	0.01757515	1	1	0	1
4682	Gegeneophis_madhavai	1	1.215289436	1.215289436	14.5	74.5	25.51249691	28.80388399	0.0644837	0	0.189	1	0
4683	Stefania_goini	1	2.832874117	2.832874117	3.5	-65.5	21.94566609	26.59088017	0.034888364	0.629	1	0	1
4684	Strongylopus_rhodesianus	4	4.737693282	4.737693282	-20	33	21.28224093	25.71405405	0.02125993	0.995	1	0	1
4685	Mannophryne_trinitatis	1	2.418152588	2.418152588	10.5	-61.5	25.8155127	28.53575118	0.024998317	0.957	1	0	1
4686	Parapelophryne_scalpta	4	1.843629901	1.843629901	19	110	24.2164371	27.26024736	0.040267992	0.35	0.974	0	1
4687	Eleutherodactylus_furcyensis	2	2.945788812	2.945788812	18.5	-72	25.89191048	28.97532745	0.022270645	0.983	1	0	1
4688	Callulina_kreffti	1	2.571438753	2.571438753	-5.5	37.5	20.13299805	23.62723697	0.027731945	0.895	1	0	1
4689	Eleutherodactylus_barlagnei	2	0.774845904	0.774845904	16	-61.5	25.5609031	28.06822464	0.068848873	0	0.091	1	0
4690	Pelophylax_hispanicus	42	1.460854186	1.460854186	40.66666667	14.16666667	16.97413865	21.2207789	0.063194717	0	0.214	1	0
4691	Colostethus_ramirezi	2	1.887618213	1.887618213	6.5	-76	21.5534669	25.50864179	0.045550558	0.16	0.87	0	0
4692	Minyobates_steyermarki	1	0.761901365	0.761901365	3.5	-66.5	22.77180123	27.11858274	0.135837528	0	0	1	0
4693	Oreobates_cruralis	38	5.863308156	5.863308156	-13.28947368	-70.07894737	18.62652165	23.34815361	0.018301924	1	1	0	1
4694	Phrynobatrachus_vogti	1	1.588968417	1.588968417	4.5	-1.5	26.66885628	29.73534086	0.045949017	0.15	0.867	0	0
4695	Pristimantis_vinhai	12	1.084593615	1.084593615	-14.58333333	-39.41666667	23.64805926	26.99137251	0.065586154	0	0.155	1	0
4696	Pristimantis_quinquagesimus	1	5.4497926	5.4497926	0.5	-78.5	19.69105664	23.34990794	0.014919431	1	1	0	1
4697	Uperoleia_micromeles	10	0.218603133	0.218603133	-19.3	129.8	25.34414721	29.30185393	0.377177684	0	0	1	0
4698	Plethodon_teyahalee	4	3.350769224	3.350769224	35	-83	13.78515359	18.62215869	0.031381536	0.759	1	0	1
4699	Ischnocnema_paranaensis	1	1.561550556	1.561550556	-25.5	-48.5	21.37395521	24.81982118	0.045972815	0.151	0.88	0	0
4700	Liophryne_similis	1	2.274604842	2.274604842	-9.5	147.5	24.68006801	27.89026937	0.030680927	0.82	1	0	1
4701	Rhaebo_blombergi	11	2.203272952	2.203272952	3.590909091	-77.59090909	22.12633786	25.61049342	0.038569621	0.407	0.992	0	1
4702	Teratohyla_amelie	1	1.754791435	1.754791435	-1.5	-77.5	18.95145656	23.01893714	0.049317622	0.045	0.775	0	0
4703	Mucubatrachus_culatensis	2	0.834504652	0.834504652	8.5	-71	22.96337529	28.00658306	0.125903227	0	0	1	0
4704	Rhinella_dapsilis	33	1.6848596	1.6848596	-6.439393939	-73.22727273	24.23387047	28.75848559	0.059676784	0	0.354	1	0
4705	Plethodon_variolatus	4	1.321675049	1.321675049	32.75	-80.25	19.62626083	23.73843534	0.070712171	0	0.072	1	0
4706	Incilius_nebulifer	98	2.230710554	2.230710554	28.81632653	-97.10204082	18.88238215	23.15365821	0.04351728	0.212	0.925	0	0
4707	Anaxyrus_americanus	751	6.601680801	6.601680801	45.65845539	-81.2057257	6.017600469	11.66781552	0.017466841	1	1	0	1
4708	Phrynobatrachus_sternfeldi	4	2.757421166	2.757421166	6	19	22.81751165	27.01826098	0.03627224	0.539	1	0	1
4709	Hyalinobatrachium_ibama	4	2.965649923	2.965649923	8	-73	22.48830275	27.53024187	0.041466164	0.265	0.958	0	1
4710	Afrixalus_septentrionalis	10	2.756395889	2.756395889	-3	38	21.66127759	25.03629663	0.024488638	0.962	1	0	1
4711	Eleutherodactylus_pituinus	4	2.028975866	2.028975866	19	-71	25.58293664	28.66181024	0.037011026	0.527	0.998	0	1
4712	Phrynobatrachus_stewartae	2	0.723076322	0.723076322	-10	33.5	18.83385216	23.18585646	0.146798399	0	0	1	0
4713	Ptychadena_guibei	191	1.997792111	1.997792111	-13.35863874	29.59424084	21.12701922	25.47724142	0.045364895	0.158	0.865	0	0
4714	Atelopus_pedimarmoratus	2	2.236948389	2.236948389	5	-73.5	17.89482463	22.11403617	0.041914358	0.239	0.957	0	1
4715	Fejervarya_modestus	1	2.630387523	2.630387523	13.5	75.5	24.24542081	27.72483783	0.026995456	0.917	1	0	1
4716	Pseudopaludicola_mystacalis	283	2.692852055	2.692852055	-19.9664311	-50.02650177	22.47078811	26.79441458	0.034161569	0.629	1	0	1
4717	Onychodactylus_koreanus	7	1.017528094	1.017528094	36.92857143	127.7857143	11.30585496	15.5495899	0.096991435	0	0	1	0
4718	Rhinella_gallardoi	4	2.863415777	2.863415777	-24	-65	14.29822503	18.87456187	0.037167651	0.501	0.999	0	1
